Stop_Number,Municipality,Stop_Avg_Daily_Boardings_MF,Stop_Avg_Daily_Alightings_MF,Stop_Avg_Daily_Boardings_Sat,Stop_Avg_Daily_Alightings_Sat,Stop_Avg_Daily_Boardings_SunHol,Stop_Avg_Daily_Alightings_SunHol,TSPR_Year,Stop_Latitude,Stop_Longitude
52598,Burnaby,115,200,42,106,47,75,2019,49.227594,-122.994345
52599,Burnaby,75,249,28,202,27,126,2019,49.225276,-122.995659
52600,Burnaby,25,50,6,38,13,30,2019,49.224817,-122.997189
52601,Burnaby,12,71,6,51,0,50,2019,49.223785,-122.99906
52602,Burnaby,19,371,9,228,9,208,2019,49.224507,-123.000438
52692,Burnaby,163,3789,130,2610,99,2189,2019,49.226277,-123.003299
52716,Burnaby,421,336,91,83,41,46,2019,49.243262,-122.973407
52760,Burnaby,165,89,104,15,92,16,2019,49.235262,-122.954974
52761,Burnaby,35,22,20,6,29,21,2019,49.233656,-122.957861
52762,Burnaby,13,0,8,0,6,0,2019,49.232452,-122.96004
52763,Burnaby,51,16,37,6,26,0,2019,49.231088,-122.962511
52779,Burnaby,61,88,23,55,7,51,2019,49.230747,-122.962885
52780,Burnaby,14,21,0,12,0,7,2019,49.232779,-122.959214
52781,Burnaby,31,67,12,45,5,28,2019,49.234122,-122.956741
52782,Burnaby,109,141,30,35,23,19,2019,49.244975,-122.97466
52804,Burnaby,1158,0,837,0,719,0,2019,49.225986,-123.002908
52806,Burnaby,395,4610,125,1391,94,1191,2019,49.279954,-122.919905
52807,Burnaby,822,805,298,325,221,211,2019,49.278466,-122.912681
52824,Burnaby,81,97,54,33,57,31,2019,49.274864,-122.953554
52825,Burnaby,52,44,38,13,27,8,2019,49.27311,-122.953563
52826,Burnaby,65,79,46,30,33,21,2019,49.271123,-122.953593
52831,Burnaby,180,161,90,62,75,47,2019,49.267617,-122.953438
52832,Burnaby,30,28,19,10,10,7,2019,49.26513,-122.953467
52833,Burnaby,36,21,20,9,13,6,2019,49.263035,-122.953487
52834,Burnaby,19,34,11,13,11,9,2019,49.261553,-122.953511
52883,Burnaby,45,37,16,28,9,27,2019,49.261603,-122.953352
52884,Burnaby,43,68,19,40,17,32,2019,49.264556,-122.95332
52885,Burnaby,25,59,9,38,8,29,2019,49.26658,-122.953295
52890,Burnaby,120,98,50,83,31,63,2019,49.273013,-122.953411
52907,Burnaby,263,93,156,32,114,28,2019,49.280065,-122.953482
52993,Burnaby,175,186,67,121,45,88,2019,49.268274,-122.953426
52994,Burnaby,92,98,39,77,31,61,2019,49.275691,-122.953359
52995,Burnaby,31,38,9,28,7,33,2019,49.278088,-122.953334
53061,Burnaby,21,41,15,42,12,22,2019,49.229848,-122.993592
53062,Burnaby,37,96,13,60,9,42,2019,49.229774,-122.988023
53063,Burnaby,26,38,8,24,7,22,2019,49.229538,-122.9837
53064,Burnaby,16,22,0,25,0,22,2019,49.228906,-122.980245
53065,Burnaby,12,21,5,18,5,15,2019,49.22918,-122.97684
53066,Burnaby,48,63,17,38,16,37,2019,49.229331,-122.971492
53067,Burnaby,33,67,7,58,6,50,2019,49.229258,-122.967266
53068,Burnaby,50,79,21,70,15,62,2019,49.239331,-122.964769
53069,Burnaby,9,25,10,35,13,22,2019,49.240562,-122.967994
53070,Burnaby,8,25,0,11,0,5,2019,49.241855,-122.97213
53087,Burnaby,18,10,9,5,8,0,2019,49.241745,-122.972366
53088,Burnaby,23,14,46,15,38,12,2019,49.240017,-122.968103
53089,Burnaby,56,38,37,8,33,9,2019,49.229722,-122.964907
53090,Burnaby,61,16,35,5,31,0,2019,49.229358,-122.967542
53091,Burnaby,66,40,37,12,39,12,2019,49.229447,-122.972374
53092,Burnaby,27,7,16,0,19,0,2019,49.229383,-122.976567
53094,Burnaby,76,33,33,10,28,7,2019,49.229706,-122.986269
53095,Burnaby,58,21,27,8,24,6,2019,49.229977,-122.989632
58264,Burnaby,28,44,6,27,6,25,2019,49.261675,-122.960766
58442,Burnaby,950,805,457,414,381,329,2019,49.258896,-122.964007
58718,Burnaby,111,40,54,25,42,27,2019,49.253861,-122.966403
58719,Burnaby,62,144,37,69,33,44,2019,49.253068,-122.966682
58720,Burnaby,19,54,19,32,15,23,2019,49.249864,-122.967763
58988,Burnaby,193,228,115,223,80,146,2019,49.227163,-122.995118
59044,Burnaby,488,15,202,7,163,5,2019,49.277133,-122.909375
59378,Burnaby,39,46,41,16,30,15,2019,49.277503,-122.953511
60015,Burnaby,1189,64,389,30,289,18,2019,49.280328,-122.921004
60212,Burnaby,1038,334,248,97,150,80,2019,49.225701,-123.003451
60366,Burnaby,46,21,31,0,28,6,2019,49.229249,-122.980952
51860,Burnaby,36,458,5,94,0,45,2019,49.280051,-122.918649
51861,Burnaby,2676,2441,927,1014,564,610,2019,49.278518,-122.91294
51862,Burnaby,336,15,177,5,47,0,2019,49.276558,-122.916031
51863,Burnaby,2214,181,761,74,578,41,2019,49.279957,-122.920119
51864,Burnaby,223,72,265,54,206,47,2019,49.281238,-122.928277
52806,Burnaby,395,4610,125,1391,94,1191,2019,49.279954,-122.919905
52840,Burnaby,77,86,8,17,0,9,2019,49.252623,-122.913354
52869,Burnaby,51,86,24,7,22,6,2019,49.25813,-122.916686
58304,Burnaby,34,167,7,21,0,15,2019,49.260055,-122.91557
58349,Burnaby,80,3507,20,1410,10,565,2019,49.253225,-122.917557
58394,Burnaby,51,65,24,29,16,27,2019,49.26024,-122.90798
59044,Burnaby,488,15,202,7,163,5,2019,49.277133,-122.909375
59314,Burnaby,4257,659,1651,348,1115,534,2019,49.253683,-122.918013
60015,Burnaby,1189,64,389,30,289,18,2019,49.280328,-122.921004
51995,Burnaby,8,24,6,11,6,11,2019,49.221865,-123.012057
52002,Burnaby,6,8,0,9,0,7,2019,49.223341,-123.00906
52003,Burnaby,119,172,60,115,55,90,2019,49.222002,-123.00948
52200,Burnaby,178,128,68,58,49,54,2019,49.209131,-123.013786
52201,Burnaby,236,159,88,43,63,37,2019,49.208399,-123.017358
52678,Burnaby,20,11,13,13,13,8,2019,49.209345,-123.019766
52680,Burnaby,21,17,10,10,7,15,2019,49.213088,-123.02068
52681,Burnaby,59,27,37,24,32,16,2019,49.214742,-123.020308
52682,Burnaby,35,13,15,6,14,6,2019,49.214764,-123.017582
52703,Burnaby,20,27,11,15,11,14,2019,49.21108,-123.012496
58962,Burnaby,12,9,6,0,0,0,2019,49.210668,-123.019815
59544,Burnaby,721,643,485,415,429,341,2019,49.225157,-123.003128
59665,Burnaby,0,11,0,6,0,5,2019,49.222719,-123.006608
59666,Burnaby,6,17,0,8,0,0,2019,49.222173,-123.004707
59667,Burnaby,21,11,14,0,11,0,2019,49.221879,-123.008378
59675,Burnaby,12,5,7,0,0,0,2019,49.221627,-123.012703
59676,Burnaby,32,5,20,0,21,0,2019,49.218594,-123.01236
59677,Burnaby,5,42,0,31,0,31,2019,49.218127,-123.012508
59678,Burnaby,89,23,71,12,51,6,2019,49.215171,-123.0123
59679,Burnaby,0,48,0,32,0,34,2019,49.214602,-123.012488
59780,Burnaby,7,10,5,9,5,9,2019,49.212629,-123.012493
51995,Burnaby,8,24,6,11,6,11,2019,49.221865,-123.012057
51997,Burnaby,6,6,0,6,0,6,2019,49.223973,-123.009358
52002,Burnaby,6,8,0,9,0,7,2019,49.223341,-123.00906
52003,Burnaby,119,172,60,115,55,90,2019,49.222002,-123.00948
52638,Burnaby,49,53,23,27,14,31,2019,49.214773,-122.993362
52639,Burnaby,20,15,10,12,6,12,2019,49.214787,-122.991604
52652,Burnaby,16,85,12,42,8,37,2019,49.214361,-122.988572
52653,Burnaby,17,30,12,24,6,17,2019,49.21297,-122.987978
52654,Burnaby,16,21,10,13,8,12,2019,49.212987,-122.985365
52655,Burnaby,26,46,18,35,11,29,2019,49.212958,-122.982684
52656,Burnaby,28,33,11,16,9,11,2019,49.21293,-122.979839
52657,Burnaby,41,31,18,21,12,16,2019,49.212912,-122.977072
52658,Burnaby,17,24,9,18,6,13,2019,49.212889,-122.974425
52663,Burnaby,49,28,29,16,18,19,2019,49.213286,-122.971866
52664,Burnaby,66,27,37,20,31,17,2019,49.214658,-122.971351
52665,Burnaby,39,14,9,8,5,8,2019,49.214646,-122.966938
52666,Burnaby,6,9,0,0,0,0,2019,49.214611,-122.962821
52668,Burnaby,7,8,0,0,0,0,2019,49.214716,-122.963544
52669,Burnaby,12,48,0,12,5,12,2019,49.214747,-122.967318
52670,Burnaby,30,89,25,47,23,37,2019,49.214373,-122.972068
52671,Burnaby,11,13,9,7,8,6,2019,49.212972,-122.972546
52672,Burnaby,12,15,6,10,8,8,2019,49.212997,-122.975345
52673,Burnaby,22,31,13,7,8,7,2019,49.213011,-122.977966
52674,Burnaby,32,13,12,7,9,7,2019,49.213054,-122.980669
52675,Burnaby,40,16,24,8,15,12,2019,49.213068,-122.98278
52676,Burnaby,32,13,18,0,16,6,2019,49.213071,-122.986069
52677,Burnaby,46,13,29,11,25,8,2019,49.21371,-122.988381
52683,Burnaby,40,83,22,52,10,50,2019,49.214786,-123.011839
52684,Burnaby,37,67,24,37,15,34,2019,49.214779,-123.008307
59544,Burnaby,721,643,485,415,429,341,2019,49.225157,-123.003128
59606,Burnaby,72,60,45,37,54,39,2019,49.224417,-123.011162
59665,Burnaby,0,11,0,6,0,5,2019,49.222719,-123.006608
59666,Burnaby,6,17,0,8,0,0,2019,49.222173,-123.004707
59667,Burnaby,21,11,14,0,11,0,2019,49.221879,-123.008378
59673,Burnaby,66,70,38,37,33,30,2019,49.214922,-122.989193
59675,Burnaby,12,5,7,0,0,0,2019,49.221627,-123.012703
59676,Burnaby,32,5,20,0,21,0,2019,49.218594,-123.01236
59677,Burnaby,5,42,0,31,0,31,2019,49.218127,-123.012508
59678,Burnaby,89,23,71,12,51,6,2019,49.215171,-123.0123
59680,Burnaby,41,8,27,5,25,6,2019,49.214873,-123.009187
59681,Burnaby,59,23,36,8,33,8,2019,49.214867,-123.005284
59682,Burnaby,22,35,9,17,9,16,2019,49.214778,-123.004608
59683,Burnaby,58,17,27,8,24,7,2019,49.214862,-122.999848
59684,Burnaby,19,58,11,34,8,36,2019,49.214781,-122.999097
59685,Burnaby,41,11,20,0,21,0,2019,49.214888,-122.994317
59868,Burnaby,424,517,218,296,206,263,2019,49.212044,-122.958701
52150,Burnaby,24,68,27,34,19,22,2019,49.207616,-122.99743
52152,Burnaby,56,66,56,58,50,45,2019,49.206681,-122.988226
52154,Burnaby,55,71,34,28,21,26,2019,49.205595,-122.979062
52194,Burnaby,117,101,63,63,55,53,2019,49.2057,-122.978904
52195,Burnaby,44,32,34,30,63,67,2019,49.206271,-122.982724
52196,Burnaby,94,49,66,54,61,65,2019,49.206806,-122.988159
52197,Burnaby,33,14,32,28,32,18,2019,49.207331,-122.993856
52635,Burnaby,14,0,6,0,6,0,2019,49.209736,-122.994325
52636,Burnaby,8,0,5,0,7,0,2019,49.211114,-122.993842
52637,Burnaby,23,5,14,0,8,0,2019,49.212432,-122.993814
52638,Burnaby,49,53,23,27,14,31,2019,49.214773,-122.993362
52639,Burnaby,20,15,10,12,6,12,2019,49.214787,-122.991604
52640,Burnaby,56,40,23,17,19,15,2019,49.215162,-122.988376
52641,Burnaby,0,0,0,0,0,0,2019,49.217755,-122.988378
52651,Burnaby,0,6,0,0,0,0,2019,49.217247,-122.988525
52659,Burnaby,7,16,5,9,0,10,2019,49.211757,-122.971972
52660,Burnaby,5,19,6,8,6,7,2019,49.209909,-122.972637
52661,Burnaby,12,24,11,13,7,15,2019,49.209017,-122.973063
52662,Burnaby,8,13,5,7,0,0,2019,49.207307,-122.974399
52663,Burnaby,49,28,29,16,18,19,2019,49.213286,-122.971866
52664,Burnaby,66,27,37,20,31,17,2019,49.214658,-122.971351
52665,Burnaby,39,14,9,8,5,8,2019,49.214646,-122.966938
52666,Burnaby,6,9,0,0,0,0,2019,49.214611,-122.962821
52668,Burnaby,7,8,0,0,0,0,2019,49.214716,-122.963544
52669,Burnaby,12,48,0,12,5,12,2019,49.214747,-122.967318
52670,Burnaby,30,89,25,47,23,37,2019,49.214373,-122.972068
58611,Burnaby,41,42,40,31,108,92,2019,49.206193,-122.983643
58735,Burnaby,42,7,18,6,11,0,2019,49.207683,-122.997213
59560,Burnaby,27,40,38,42,41,44,2019,49.207204,-122.993675
59668,Burnaby,0,18,0,8,0,6,2019,49.208615,-122.996792
59669,Burnaby,0,21,0,10,0,7,2019,49.210732,-122.994011
59670,Burnaby,7,23,5,17,0,9,2019,49.212593,-122.994004
59671,Burnaby,12,41,5,13,0,11,2019,49.214497,-122.993973
59673,Burnaby,66,70,38,37,33,30,2019,49.214922,-122.989193
59674,Burnaby,12,15,0,0,0,0,2019,49.21882,-122.984964
59688,Burnaby,19,7,11,0,6,0,2019,49.210454,-122.972279
59689,Burnaby,41,18,19,10,16,11,2019,49.209028,-122.972921
59690,Burnaby,17,13,9,7,7,6,2019,49.20769,-122.97389
59781,Burnaby,300,287,162,169,181,149,2019,49.219859,-122.98817
59868,Burnaby,424,517,218,296,206,263,2019,49.212044,-122.958701
53162,Coquitlam,0,0,0,0,0,0,2019,49.279703,-122.801564
53163,Coquitlam,0,0,0,0,0,0,2019,49.283095,-122.801558
53227,Port Moody,0,0,0,0,0,0,2019,49.283995,-122.824236
53228,Port Moody,0,0,0,0,0,0,2019,49.284375,-122.827603
53231,Port Moody,0,0,0,0,0,0,2019,49.286494,-122.834973
53232,Port Moody,0,0,0,0,0,0,2019,49.288036,-122.838341
53233,Port Moody,0,0,0,0,0,0,2019,49.289952,-122.842591
53234,Port Moody,0,0,0,0,0,0,2019,49.291117,-122.846162
53235,Port Moody,0,0,0,0,0,0,2019,49.294436,-122.856085
53236,Port Moody,0,0,0,0,0,0,2019,49.296265,-122.860284
53237,Port Moody,0,0,0,0,0,0,2019,49.299031,-122.864416
53238,Port Moody,0,0,0,0,0,0,2019,49.303024,-122.873386
53249,Port Moody,0,0,0,0,0,0,2019,49.323873,-122.88605
53255,Port Moody,0,0,0,0,0,0,2019,49.299217,-122.865033
53256,Port Moody,0,0,0,0,0,0,2019,49.297029,-122.861479
53257,Port Moody,0,0,0,0,0,0,2019,49.294153,-122.85563
53258,Port Moody,0,0,0,0,0,0,2019,49.290987,-122.845367
53260,Port Moody,0,0,0,0,0,0,2019,49.289561,-122.842305
53261,Port Moody,0,0,0,0,0,0,2019,49.287883,-122.83809
53262,Port Moody,0,0,0,0,0,0,2019,49.28635,-122.835058
53263,Port Moody,0,0,0,0,0,0,2019,49.283936,-122.829596
53264,Port Moody,0,0,0,0,0,0,2019,49.28425,-122.827325
53279,Coquitlam,0,0,0,0,0,0,2019,49.284287,-122.810431
53280,Coquitlam,0,0,0,0,0,0,2019,49.28477,-122.8189
53281,Port Moody,0,0,0,0,0,0,2019,49.284341,-122.822202
53296,Coquitlam,0,0,0,0,0,0,2019,49.284284,-122.81816
53297,Coquitlam,0,0,0,0,0,0,2019,49.283443,-122.81231
53298,Coquitlam,0,0,0,0,0,0,2019,49.284404,-122.80902
53730,Coquitlam,0,0,0,0,0,0,2019,49.275845,-122.798427
53745,Coquitlam,0,0,0,0,0,0,2019,49.285241,-122.802333
53746,Coquitlam,0,0,0,0,0,0,2019,49.285021,-122.806025
53747,Coquitlam,0,0,0,0,0,0,2019,49.283489,-122.813271
53864,Coquitlam,0,0,0,0,0,0,2019,49.275476,-122.798723
53931,Coquitlam,0,0,0,0,0,0,2019,49.284778,-122.801761
53932,Coquitlam,0,0,0,0,0,0,2019,49.282374,-122.801827
53933,Coquitlam,0,0,0,0,0,0,2019,49.279617,-122.801818
58226,Port Moody,0,0,0,0,0,0,2019,49.283751,-122.822697
58977,Port Moody,0,0,0,0,0,0,2019,49.314007,-122.883608
58980,Port Moody,0,0,0,0,0,0,2019,49.309815,-122.874173
58981,Port Moody,0,0,0,0,0,0,2019,49.309688,-122.874363
58990,Port Moody,0,0,0,0,0,0,2019,49.292872,-122.853379
58991,Port Moody,0,0,0,0,0,0,2019,49.292467,-122.852841
59951,Port Moody,0,0,0,0,0,0,2019,49.292293,-122.851541
60313,Port Moody,0,0,0,0,0,0,2019,49.30235,-122.870879
53000,Coquitlam,12,14,0,13,7,10,2019,49.263393,-122.883104
53002,Coquitlam,10,52,7,30,7,20,2019,49.263514,-122.873835
53003,Coquitlam,33,121,19,91,14,53,2019,49.263455,-122.867657
53004,Coquitlam,37,118,23,71,12,46,2019,49.263445,-122.862463
53005,Coquitlam,29,106,24,73,20,69,2019,49.263413,-122.857007
53006,Coquitlam,14,29,6,14,12,25,2019,49.263376,-122.851205
53007,Coquitlam,8,25,6,16,7,12,2019,49.26337,-122.849118
53008,Coquitlam,12,38,9,20,6,19,2019,49.263339,-122.846604
53009,Coquitlam,11,40,14,25,10,26,2019,49.263289,-122.841357
53012,Coquitlam,50,29,10,16,10,12,2019,49.263198,-122.833721
53013,Coquitlam,24,15,0,6,5,0,2019,49.263142,-122.829698
53014,Coquitlam,72,150,0,0,0,5,2019,49.263047,-122.821744
53015,Coquitlam,42,16,12,10,10,12,2019,49.263884,-122.816831
53016,Coquitlam,18,22,0,8,6,6,2019,49.266301,-122.813994
53017,Coquitlam,14,13,9,7,7,0,2019,49.268529,-122.81365
53018,Coquitlam,14,15,5,0,5,0,2019,49.271144,-122.814531
53019,Coquitlam,22,15,11,9,11,6,2019,49.272582,-122.811201
53036,Coquitlam,112,67,26,28,20,17,2019,49.26982,-122.800011
53037,Coquitlam,26,39,13,16,8,11,2019,49.271255,-122.801808
53045,Coquitlam,252,138,12,15,14,11,2019,49.263283,-122.823035
53046,Coquitlam,10,6,0,0,0,0,2019,49.263331,-122.830605
53047,Coquitlam,34,43,10,7,14,10,2019,49.263405,-122.83504
53048,Coquitlam,56,83,42,32,23,24,2019,49.263403,-122.837829
53049,Coquitlam,33,22,21,10,24,12,2019,49.263447,-122.841784
53050,Coquitlam,8,6,0,0,5,0,2019,49.26346,-122.843923
53051,Coquitlam,33,19,25,12,15,11,2019,49.263492,-122.847099
53052,Coquitlam,17,14,7,5,12,5,2019,49.263498,-122.850097
53053,Coquitlam,64,21,34,15,34,14,2019,49.263528,-122.853889
53054,Coquitlam,105,36,54,17,47,18,2019,49.263557,-122.858171
53055,Coquitlam,104,43,50,18,48,16,2019,49.263586,-122.863597
53056,Coquitlam,90,33,50,14,45,11,2019,49.263646,-122.869223
53057,Coquitlam,40,8,20,6,16,0,2019,49.263652,-122.874696
53059,Coquitlam,8,31,6,7,0,10,2019,49.263416,-122.88498
53161,Coquitlam,1600,4851,1506,3362,1096,2409,2019,49.27466,-122.799011
53335,Coquitlam,33,28,22,18,18,7,2019,49.256117,-122.841436
53336,Coquitlam,8,9,5,0,0,0,2019,49.256131,-122.844171
53338,Coquitlam,13,6,10,0,0,0,2019,49.25422,-122.852146
53339,Coquitlam,24,5,10,0,0,0,2019,49.256568,-122.852097
53340,Coquitlam,15,0,0,0,6,0,2019,49.258359,-122.852035
53341,Coquitlam,26,0,15,0,6,0,2019,49.260033,-122.851997
53342,Coquitlam,20,10,18,8,10,5,2019,49.261893,-122.851978
53343,Coquitlam,15,48,7,8,0,7,2019,49.2726,-122.805911
53344,Coquitlam,8,40,0,16,0,12,2019,49.268014,-122.794352
53345,Coquitlam,11,46,0,29,0,15,2019,49.267485,-122.790769
53346,Port Coquitlam,18,51,5,33,0,17,2019,49.26532,-122.788479
53347,Port Coquitlam,7,25,5,20,0,10,2019,49.265735,-122.78635
53349,Coquitlam,7,14,0,9,8,21,2019,49.263158,-122.815944
53350,Coquitlam,6,10,0,8,0,6,2019,49.263828,-122.812062
53351,Coquitlam,7,14,7,8,0,0,2019,49.262302,-122.80989
53352,Coquitlam,9,18,6,10,0,7,2019,49.261904,-122.805338
53353,Coquitlam,8,6,0,0,0,0,2019,49.264705,-122.803032
53354,Coquitlam,8,10,5,5,0,0,2019,49.268601,-122.803119
53355,Coquitlam,0,10,0,5,0,0,2019,49.270618,-122.803095
53357,Coquitlam,218,191,176,106,150,115,2019,49.275316,-122.79883
53359,Coquitlam,8,8,0,6,0,6,2019,49.27038,-122.803249
53360,Coquitlam,9,16,0,5,0,5,2019,49.26685,-122.802721
53361,Coquitlam,15,14,6,7,0,10,2019,49.262401,-122.80499
53362,Coquitlam,10,11,6,12,10,6,2019,49.262013,-122.809124
53363,Coquitlam,12,6,6,0,5,0,2019,49.263988,-122.812218
53364,Coquitlam,11,13,0,16,17,18,2019,49.263329,-122.815773
53495,Coquitlam,214,300,176,205,162,167,2019,49.275145,-122.79893
53532,Coquitlam,137,171,76,94,59,73,2019,49.254901,-122.846529
53549,Coquitlam,5,7,0,5,0,5,2019,49.256009,-122.844111
53626,Coquitlam,50,28,29,10,21,6,2019,49.261869,-122.840924
53627,Coquitlam,18,15,9,5,8,0,2019,49.258674,-122.840946
53628,Coquitlam,18,12,10,8,8,8,2019,49.25651,-122.8408
53629,Coquitlam,14,15,7,8,0,7,2019,49.259387,-122.840777
53630,Coquitlam,24,59,8,33,8,26,2019,49.26262,-122.840736
53783,Port Coquitlam,101,108,7,9,8,8,2019,49.260996,-122.773778
58270,Coquitlam,71,38,6,14,0,13,2019,49.263081,-122.824307
58416,Coquitlam,88,82,18,0,14,5,2019,49.253967,-122.847543
58417,Coquitlam,74,113,6,18,7,16,2019,49.253837,-122.848304
58420,Coquitlam,179,114,96,72,76,60,2019,49.255152,-122.846333
59088,Coquitlam,77,61,35,47,27,33,2019,49.263264,-122.837396
59554,Coquitlam,0,2536,0,407,0,370,2019,49.261403,-122.889518
59561,Coquitlam,429,0,263,0,285,0,2019,49.260871,-122.890337
61610,Coquitlam,22,50,9,28,5,14,2019,49.263527,-122.880581
61689,Coquitlam,79,10,52,9,31,0,2019,49.263173,-122.886273
61745,Coquitlam,32,42,7,16,0,16,2019,49.263529,-122.876334
61746,Coquitlam,34,23,14,5,14,5,2019,49.263666,-122.877786
61748,Coquitlam,14,27,6,10,6,8,2019,49.263627,-122.881123
61750,Coquitlam,8,21,5,11,6,9,2019,49.268018,-122.796872
53015,Coquitlam,42,16,12,10,10,12,2019,49.263884,-122.816831
53016,Coquitlam,18,22,0,8,6,6,2019,49.266301,-122.813994
53017,Coquitlam,14,13,9,7,7,0,2019,49.268529,-122.81365
53018,Coquitlam,14,15,5,0,5,0,2019,49.271144,-122.814531
53019,Coquitlam,22,15,11,9,11,6,2019,49.272582,-122.811201
53036,Coquitlam,112,67,26,28,20,17,2019,49.26982,-122.800011
53037,Coquitlam,26,39,13,16,8,11,2019,49.271255,-122.801808
53038,Coquitlam,12,8,6,0,5,0,2019,49.27277,-122.804988
53039,Coquitlam,10,22,6,9,0,9,2019,49.273036,-122.809151
53040,Coquitlam,10,24,5,10,0,8,2019,49.272539,-122.812721
53041,Coquitlam,15,21,8,13,0,7,2019,49.270574,-122.81474
53042,Coquitlam,7,15,5,7,6,7,2019,49.267856,-122.813894
53043,Coquitlam,10,19,8,5,0,6,2019,49.266083,-122.814289
53044,Coquitlam,32,34,5,0,7,6,2019,49.263978,-122.816975
53161,Coquitlam,1600,4851,1506,3362,1096,2409,2019,49.27466,-122.799011
53214,Burnaby,13,233,8,173,12,193,2019,49.248477,-122.893
53343,Coquitlam,15,48,7,8,0,7,2019,49.2726,-122.805911
53371,Coquitlam,10,0,10,0,8,0,2019,49.253562,-122.852368
53372,Coquitlam,10,7,6,0,0,0,2019,49.251207,-122.852454
53373,Coquitlam,16,44,15,21,11,22,2019,49.248922,-122.851475
53374,Coquitlam,39,82,21,35,15,21,2019,49.248912,-122.846058
53394,Coquitlam,29,41,12,20,9,11,2019,49.248998,-122.887837
53395,Coquitlam,7,20,0,10,0,9,2019,49.248406,-122.88545
53396,Coquitlam,12,17,0,6,0,7,2019,49.246842,-122.885432
53397,Coquitlam,35,41,9,23,7,19,2019,49.245398,-122.884756
53398,Coquitlam,5,16,0,11,0,8,2019,49.245368,-122.881497
53399,Coquitlam,19,69,9,42,6,29,2019,49.245323,-122.877181
53400,Coquitlam,25,86,9,45,6,31,2019,49.245743,-122.872674
53401,Coquitlam,13,61,0,30,6,26,2019,49.24741,-122.870878
53402,Coquitlam,16,113,6,64,8,49,2019,49.248661,-122.869388
53403,Coquitlam,59,222,44,134,28,81,2019,49.248912,-122.866254
53404,Coquitlam,82,213,41,99,35,72,2019,49.248903,-122.861563
53405,Coquitlam,46,71,38,46,18,49,2019,49.248888,-122.857586
53406,Coquitlam,25,19,7,9,0,7,2019,49.249318,-122.846569
53407,Coquitlam,76,75,0,5,0,0,2019,49.251691,-122.846464
53408,Coquitlam,11,28,5,16,6,15,2019,49.248938,-122.843554
53409,Coquitlam,22,27,7,17,0,14,2019,49.248942,-122.840224
53410,Coquitlam,24,66,17,38,15,33,2019,49.248977,-122.836314
53411,Coquitlam,21,32,16,19,13,13,2019,49.248978,-122.833279
53412,Coquitlam,5,23,0,18,0,12,2019,49.248998,-122.828007
53413,Coquitlam,13,53,8,37,7,24,2019,49.248565,-122.824482
53414,Coquitlam,10,23,7,15,6,12,2019,49.246466,-122.824501
53415,Coquitlam,15,24,10,7,9,5,2019,49.243502,-122.821386
53428,Coquitlam,7,17,0,9,0,6,2019,49.243668,-122.816693
53429,Coquitlam,9,9,8,0,6,0,2019,49.244568,-122.81547
53430,Coquitlam,19,37,7,17,7,9,2019,49.247921,-122.815491
53431,Coquitlam,5,6,0,0,0,0,2019,49.25569,-122.814606
53432,Coquitlam,5,0,0,0,0,0,2019,49.256416,-122.812245
53433,Coquitlam,0,5,0,0,0,0,2019,49.25556,-122.809454
53434,Coquitlam,0,0,0,0,0,0,2019,49.253691,-122.806444
53435,Coquitlam,0,0,0,0,0,0,2019,49.255944,-122.804616
53436,Coquitlam,0,0,0,0,0,0,2019,49.258437,-122.803009
53437,Coquitlam,7,0,0,0,0,0,2019,49.261664,-122.799949
53438,Coquitlam,36,33,20,20,18,19,2019,49.26384,-122.798109
53448,Coquitlam,19,11,18,5,15,7,2019,49.268103,-122.798889
53461,Coquitlam,6,8,0,0,0,0,2019,49.262709,-122.799256
53462,Coquitlam,0,6,0,0,0,0,2019,49.261072,-122.800698
53463,Coquitlam,0,0,0,0,0,0,2019,49.258307,-122.803292
53464,Coquitlam,0,0,0,0,0,0,2019,49.255477,-122.805096
53465,Coquitlam,0,0,0,0,0,0,2019,49.254321,-122.805841
53466,Coquitlam,0,0,0,0,0,0,2019,49.256321,-122.809566
53467,Coquitlam,0,8,0,0,0,0,2019,49.256567,-122.812307
53469,Coquitlam,21,7,11,0,0,0,2019,49.247379,-122.815747
53472,Coquitlam,17,14,7,6,6,6,2019,49.243607,-122.821857
53473,Coquitlam,16,12,13,7,7,0,2019,49.245673,-122.82432
53474,Coquitlam,26,10,11,7,10,5,2019,49.247724,-122.824345
53475,Coquitlam,27,8,14,0,9,0,2019,49.249139,-122.824891
53476,Coquitlam,26,6,16,0,10,0,2019,49.24913,-122.828378
53477,Coquitlam,91,44,41,30,39,25,2019,49.249117,-122.836063
53478,Coquitlam,21,18,10,9,11,9,2019,49.249076,-122.841516
53479,Coquitlam,32,9,13,0,8,0,2019,49.249053,-122.844484
